depth,rf_validation_log_rmse,xgb_validation_log_rmse,xgb_best_iteration,rf_first_fit_minutes,xgb_first_fit_minutes,total_depth_minutes
5000,1.2186380593884416,1.1927939416182725,490,0.17249008417129516,0.06361588637034098,0.6636715849240621
