method,sample_id,n_reference_positive_shallow_zeros,MAE_RA,RMSE_RA,MAE_log10_RA,RMSE_log10_RA,positive_prediction_rate,n_shallow_repeats
Training-mean RA,SRS2822253,101.2,0.0005497336991459502,0.001956382937208412,0.616113712720485,0.7832603152984678,1.0,5
Training-mean RA,SRS2822256,89.4,0.00042764623339190677,0.0008271420645817124,0.6614269454006237,0.8368252439435746,1.0,5
Training-mean RA,SRS2822262,93.2,0.0013127141906998034,0.005535323462888533,0.8417465394105657,0.9817297380379278,1.0,5
Training-mean RA,SRS2822268,89.8,0.0013893522162624385,0.004804833759842019,0.9328138159288628,1.12197604832035,1.0,5
Training-mean RA,SRS2822269,94.6,0.0017997384830295078,0.006459722927898837,0.9198852447467176,1.163109808414108,1.0,5
Training-mean RA,SRS2822275,51.6,0.000934938421108906,0.002073660551959583,0.8407077340951272,1.039963792198574,1.0,5
Training-mean RA,SRS2822279,108.0,0.00040291910993663706,0.0010781377388334856,0.580371690962293,0.7835826569726505,1.0,5
Training-mean RA,SRS2822280,79.4,0.0006141560906886124,0.0022138475691334636,0.49911266015256767,0.656353637330858,1.0,5
Training-mean RA,SRS2822298,64.8,0.0006713730858021207,0.0014990182464430383,0.685107009047561,0.8414787708123868,1.0,5
XGBoost,SRS2821816,104.6,0.0001165549230400779,0.0002173158847753994,1.6114562893034576,1.861534109034459,1.0,5
XGBoost,SRS2821824,115.4,0.00015565046909178193,0.0002443197177313585,1.2611176364280687,1.4673606915780022,1.0,5
XGBoost,SRS2821835,69.8,8.380471307263475e-05,0.00012714730581494241,1.445064072562523,1.6924510412722065,1.0,5
XGBoost,SRS2821843,105.2,0.00015162245363304922,0.00025975051881564165,1.3868449736797228,1.5708424718614293,1.0,5
XGBoost,SRS2821844,44.6,0.00021022825928237505,0.0003551718225991276,1.0295782565501543,1.268050825159293,1.0,5
XGBoost,SRS2821854,27.0,0.0003590367130501591,0.00044030852764139915,1.6379977413418707,1.8101604606784611,1.0,5
XGBoost,SRS2821860,96.4,0.00014091321412238047,0.0002290823580493097,1.5826733791239733,1.7491777224608858,1.0,5
XGBoost,SRS2821870,111.4,0.00011783543054309454,0.00020726851914542964,1.404724823537385,1.609262408480875,1.0,5
XGBoost,SRS2821871,106.2,0.00013873223344599281,0.00023926086385389319,1.469110916019788,1.652326533622522,1.0,5
XGBoost,SRS2821875,81.6,0.00016037286787749984,0.0002544875190663479,1.2159614313064995,1.4011474362215925,1.0,5
XGBoost,SRS2821881,58.2,8.233773008912721e-05,0.00014980204431661262,1.309373673275045,1.5613001900898913,1.0,5
XGBoost,SRS2821890,79.6,0.00016145334827709793,0.00024931471759697874,1.0610525526455081,1.333595532892357,1.0,5
XGBoost,SRS2821892,84.0,0.0001744789555612252,0.0002905755203902574,1.1362629350006976,1.4447013786612444,0.9974999999999999,5
XGBoost,SRS2821893,35.6,0.00018793734684268456,0.00032940512920893414,1.441421815776143,1.753371909357925,1.0,5
XGBoost,SRS2821894,76.6,8.192897685473135e-05,0.00014883063302047723,1.3960004188343391,1.6273409568672332,1.0,5
XGBoost,SRS2821901,108.4,0.00011810228387136019,0.00020747351818583103,1.5977496210830266,1.7753452598600414,1.0,5
XGBoost,SRS2821905,104.2,0.00011353302103648043,0.00021324211379918347,1.5198950543556644,1.7523857959409526,1.0,5
XGBoost,SRS2821908,105.8,0.00011176961873273105,0.0002024126723103821,1.6543715912083308,1.8821613329373803,1.0,5
XGBoost,SRS2821916,120.2,8.210451413047666e-05,0.00016669912098016702,1.5305369205598671,1.7225865386855048,1.0,5
XGBoost,SRS2821919,83.8,0.00015126353872795033,0.00025690439912066574,1.4594084285420013,1.613057984730085,1.0,5
XGBoost,SRS2821925,65.4,8.609373584730457e-05,0.0001529306399227213,1.5533817418672862,1.8597690769216335,0.9941176470588236,5
XGBoost,SRS2821928,70.4,0.00016798721522739128,0.000276242519810651,1.176394562901163,1.5224220370160129,1.0,5
XGBoost,SRS2821931,93.6,0.00016110635924575126,0.0002444189602465845,1.4350890043398121,1.6157880568647827,1.0,5
XGBoost,SRS2821932,91.8,0.00015882362063616043,0.00026277856588724995,1.223173430903166,1.4155330106624966,1.0,5
XGBoost,SRS2821946,45.8,0.0001312826557397001,0.00025822056593241896,1.296615556296348,1.5597103278226896,1.0,5
XGBoost,SRS2821968,22.6,0.00018019950557785324,0.000295104111612233,2.1380271533926742,2.4893051925772314,1.0,5
XGBoost,SRS2821969,88.8,0.00016588237306466676,0.0002626827836928679,1.6785138629667042,1.9643786371751801,1.0,5
XGBoost,SRS2821970,96.6,0.00013732566043361436,0.00021992360186881937,0.9106157111667132,1.151709380240865,1.0,5
XGBoost,SRS2821972,104.2,0.00012897378793276482,0.00023491330607168067,1.092711291394091,1.3170953333114774,1.0,5
XGBoost,SRS2821987,112.0,0.0001083523749757359,0.00020598319207802565,1.600304469028007,1.7607296650991437,1.0,5
XGBoost,SRS2821991,90.8,0.00015520190804793767,0.00025099631441485436,1.451242216321941,1.6211212021899848,1.0,5
XGBoost,SRS2822000,86.8,0.000140501176712773,0.0002255864968888388,1.0536893425609712,1.256916434347478,1.0,5
XGBoost,SRS2822019,91.6,0.00013273968474228942,0.00020644999972306175,1.5530406720384609,1.744768286266358,1.0,5
XGBoost,SRS2822023,104.0,9.325745451134774e-05,0.0001739824277625774,1.4356214824771598,1.5957281966338708,1.0,5
XGBoost,SRS2822025,95.2,0.0001115500606250775,0.00022524500937190001,1.5268366156118798,1.707768032283702,1.0,5
XGBoost,SRS2822026,89.2,7.338661823247034e-05,0.00015815536469921995,1.4006079514720293,1.6057415379216244,1.0,5
XGBoost,SRS2822053,75.8,0.00013709746609900394,0.00025033544396684665,1.4982778521123978,1.679095131234941,1.0,5
XGBoost,SRS2822060,86.8,0.00014016708534270267,0.00024969285352219306,1.432322963840508,1.6763080816558584,1.0,5
XGBoost,SRS2822063,90.0,0.000131421957548192,0.0002490846687577788,1.4315943903389374,1.7007318783911116,1.0,5
XGBoost,SRS2822068,108.6,0.00013520390473097972,0.00022088891092068977,1.4375601748227207,1.6076503852966542,1.0,5
XGBoost,SRS2822077,104.0,8.278452601698405e-05,0.00016568333319871812,1.4090987094146643,1.6072101344510252,1.0,5
XGBoost,SRS2822080,84.8,0.00014330441528065928,0.00023679245530092754,1.4709249997091436,1.747684273699337,1.0,5
XGBoost,SRS2822089,96.4,0.0001246431393121244,0.0002165605487943094,0.9247607314789319,1.1594380306595764,1.0,5
XGBoost,SRS2822111,80.6,0.000127514150329445,0.0002337852473144392,1.6658827116892063,1.9068258845891357,1.0,5
XGBoost,SRS2822116,91.8,9.24856686195583e-05,0.00017735907586350665,1.4165819684698369,1.6441683337211614,1.0,5
XGBoost,SRS2822120,95.2,0.00013385579309656086,0.00021646037347786032,1.1100571888334154,1.3118670909399157,1.0,5
XGBoost,SRS2822122,72.4,0.00019572438624575723,0.00029224131438129405,1.4557321849285745,1.6192683269428165,1.0,5
XGBoost,SRS2822125,97.0,0.00011362937551392545,0.00020506450643802788,1.5903881391319827,1.8390333253683298,1.0,5
XGBoost,SRS2822129,89.2,0.000153683067173864,0.00026519531201961536,1.1357092886223563,1.4317113172977838,1.0,5
XGBoost,SRS2822133,85.8,0.00015647015367119914,0.0002783592160918739,1.078725916052567,1.4271961442712366,1.0,5
XGBoost,SRS2822136,98.8,5.7166727677365746e-05,0.00010660064830658758,1.6718771400180383,1.9214383616943387,1.0,5
XGBoost,SRS2822149,105.0,0.00013078817578883372,0.0002105522641950057,1.4161146048450348,1.625049279805366,1.0,5
XGBoost,SRS2822153,104.8,0.00012648001774864158,0.00020651341451118606,1.075756897573004,1.3101434675700396,1.0,5
XGBoost,SRS2822168,107.2,9.704323439292071e-05,0.00016636642216915493,1.5206109228310727,1.7140153130744558,1.0,5
XGBoost,SRS2822180,111.0,9.57930465684088e-05,0.00019324622362311875,1.622012958902444,1.8252712562023448,1.0,5
XGBoost,SRS2822183,105.0,0.00014853748952249496,0.0002469269114919304,1.187814144670522,1.4376901386221368,0.9980952380952381,5
XGBoost,SRS2822185,100.2,0.0001246219603577163,0.00023472654116478889,1.074004879598538,1.3378606280000696,1.0,5
XGBoost,SRS2822218,91.4,8.794920580583327e-05,0.000159803356062423,1.5234197393590914,1.7409727416483718,1.0,5
XGBoost,SRS2822220,31.6,0.00018721307395850855,0.0003112417724251,1.682774646938664,2.155749223484837,1.0,5
XGBoost,SRS2822230,81.0,0.00016241368041599086,0.00026858801602356485,1.4597828853157062,1.7958017154060766,1.0,5
XGBoost,SRS2822236,94.0,9.774805252431672e-05,0.0001857412489737782,1.5679347127376382,1.8166125033569975,1.0,5
XGBoost,SRS2822240,78.4,7.119189234852549e-05,0.00011443569643805447,1.4931578168767434,1.7071879134175627,1.0,5
XGBoost,SRS2822243,37.2,0.00017206126639985751,0.0002637538896472538,1.7056055904480012,1.9912987413075212,1.0,5
XGBoost,SRS2822253,101.2,0.00014790743505991408,0.0002804105081787036,1.3046337903154503,1.497514587824407,1.0,5
XGBoost,SRS2822256,89.4,0.00012564004226992963,0.0002218744850961091,1.598739863604861,1.7634727606841174,1.0,5
XGBoost,SRS2822262,93.2,0.00010609410759438625,0.00020096243456714326,1.5143523180124265,1.724029833202487,1.0,5
XGBoost,SRS2822268,89.8,0.00011292208877202735,0.00020820675996789683,1.419986841229082,1.6832971663549767,1.0,5
XGBoost,SRS2822269,94.6,0.00011612141929718865,0.00021223818225207954,1.4286692779009191,1.6738763185525118,1.0,5
XGBoost,SRS2822275,51.6,0.00019471618998962066,0.00034585763233721995,1.5742084292444753,1.8405201582395438,1.0,5
XGBoost,SRS2822279,108.0,0.0001360452909422487,0.00020908421966141485,1.1922031653239111,1.4255736907470333,1.0,5
XGBoost,SRS2822280,79.4,0.0001776618761910053,0.0002680640729084965,1.213821241180478,1.4414422123015151,1.0,5
XGBoost,SRS2822298,64.8,0.00015157542585944256,0.0002769863614338667,1.5382816243325603,1.7453596662083324,1.0,5
