depth,metric,direction,model,n_samples,raw_mean,model_mean,mean_oriented_improvement,improvement_ci_low,improvement_ci_high,relative_improvement_percent,sample_win_rate
500,Bray_Curtis,lower,Random Forest,72,0.1124391735994779,0.0971442983961224,0.0152948752033555,0.0127876652379747,0.0180257227234842,13.602799374742611,0.9305555555555556
500,Bray_Curtis,lower,XGBoost,72,0.1124391735994779,0.0984400591906166,0.0139991144088613,0.0114256357603025,0.0163475648416583,12.4503889175919,0.9027777777777778
500,Jensen_Shannon_distance,lower,Random Forest,72,0.1922347815844449,0.151021610087787,0.0412131714966578,0.0371721697832103,0.0455463938072257,21.438977461294495,0.9722222222222222
500,Jensen_Shannon_distance,lower,XGBoost,72,0.1922347815844449,0.15271451128583,0.0395202702986149,0.0356224947205309,0.0433935285066385,20.558334955245567,0.9722222222222222
500,RAD_RMSE_log10_RA_specific,lower,Random Forest,72,2.7436251196631836,0.997023334494361,1.7466017851688227,1.622862609808799,1.8605727228683704,63.66036572019872,0.9722222222222222
500,RAD_RMSE_log10_RA_specific,lower,XGBoost,72,2.7436251196631836,1.0136641813724172,1.7299609382907666,1.603390713736143,1.8350624199008791,63.053838000402266,0.9722222222222222
500,RAD_tail_MAE_log10,lower,Random Forest,72,1.277688989846955,1.1118608764142537,0.1658281134327016,-0.0432844116638863,0.3755507149009601,12.97875420000018,0.5972222222222222
500,RAD_tail_MAE_log10,lower,XGBoost,72,1.277688989846955,1.1360654455997234,0.1416235442472316,-0.06809992837462,0.3455146651125526,11.084351933266296,0.5972222222222222
500,Shannon_absolute_error,lower,Random Forest,72,0.1036380172061957,0.1627090598112735,-0.0590710426050778,-0.066788246763641,-0.0511191833110218,-56.99746502053539,0.0833333333333333
500,Shannon_absolute_error,lower,XGBoost,72,0.1036380172061957,0.1643841124683808,-0.060746095262185,-0.0686242918582632,-0.0528078964213727,-58.613718112076704,0.0694444444444444
500,richness_fixed_absolute_error,lower,Random Forest,72,62.541666666666664,41.00277777777778,21.538888888888888,20.17493055555555,23.027847222222224,34.43926271374639,1.0
500,richness_fixed_absolute_error,lower,XGBoost,72,62.541666666666664,43.16388888888888,19.377777777777776,17.98326388888889,20.80861111111111,30.98378858538752,1.0
1000,Bray_Curtis,lower,Random Forest,72,0.0821113731001895,0.0746463306231722,0.0074650424770172,0.0057822917119442,0.0091137653329436,9.091362371822347,0.875
