depth,method,abundance_group,number_of_rows,MAE_RA,RMSE_RA,MAE_log10_RA,RMSE_log10_RA,Spearman_RA
2000,Raw shallow RA,Dominant (>=1e-2),6185,0.0034191613668052056,0.004593634579175737,0.0469490104602343,0.0641718541957016,0.9789079352907873
2000,Raw shallow RA,Common (1e-3 to 1e-2),11845,0.0009894040332841213,0.0013132142084518372,0.3042433787939247,0.9014995221730354,0.8267123799920743
2000,Raw shallow RA,Rare (1e-4 to 1e-3),23080,0.00032535265142080564,0.0004230568524218655,2.4690826608688714,3.2032751334556675,0.45367459697886975
2000,Raw shallow RA,Reference zero,30180,0.0,0.0,0.0,0.0,
2000,Raw shallow RA,Very rare (<1e-4),20150,7.281242021699794e-05,0.00014110024185628892,3.3001428469420153,3.381093258323323,0.18132037612195032
2000,Training-mean RA,Dominant (>=1e-2),6185,0.026170112361364385,0.04875490370241668,0.34074507247838565,0.47967239546695367,0.6116647839934387
2000,Training-mean RA,Common (1e-3 to 1e-2),11845,0.005410355108876556,0.015004960625945413,0.4539449926543646,0.5864837756065066,0.42656883453233085
2000,Training-mean RA,Rare (1e-4 to 1e-3),23080,0.0012063518943839964,0.0043192533704032665,0.4301382309306609,0.586420703784812,0.24170943505862177
2000,Training-mean RA,Reference zero,30180,0.0004801321842344261,0.0021066248592230656,4.347259513670815,4.365568851536222,
2000,Training-mean RA,Very rare (<1e-4),20150,0.0007888883691383678,0.0031784144595319802,0.9671256547602924,1.1253415502008104,0.03448617666301462
2000,Random Forest,Dominant (>=1e-2),6185,0.0035854037106150443,0.004958205234154149,0.04719924941723595,0.06456894097848448,0.9793305865876002
2000,Random Forest,Common (1e-3 to 1e-2),11845,0.0009136177787692699,0.0012209370080155796,0.20829420196862458,0.42298970141375464,0.8530164042123295
2000,Random Forest,Rare (1e-4 to 1e-3),23080,0.00023229246412883366,0.00030949120325624805,0.8726415554236491,1.2798819939874082,0.515664610375091
2000,Random Forest,Reference zero,30180,3.462810621457041e-06,2.0681434246078187e-05,1.3018411261966458,1.6068531919451783,
2000,Random Forest,Very rare (<1e-4),20150,4.7352304968412946e-05,8.522726949418405e-05,1.3109019410748695,1.572715200289683,0.29233795566856635
2000,XGBoost,Dominant (>=1e-2),6185,0.005994741686119149,0.014180332712644695,0.056692566057762,0.07658701112582268,0.9750475163064019
2000,XGBoost,Common (1e-3 to 1e-2),11845,0.0009657247204853095,0.0013042407657667457,0.21628199030993547,0.42469217912535173,0.8463240195526905
2000,XGBoost,Rare (1e-4 to 1e-3),23080,0.00023916220608343402,0.0003186038497587425,0.8845845219410953,1.2661553228120335,0.5129163534426744
2000,XGBoost,Reference zero,30180,2.2643345989786614e-06,9.809542637644115e-06,1.3284388263711766,1.5955855371634846,
2000,XGBoost,Very rare (<1e-4),20150,4.631086018788775e-05,7.556803335171304e-05,1.2846410488386393,1.5292841311608842,0.30044641709109715
