depth,rf_validation_log_rmse,xgb_validation_log_rmse,xgb_best_iteration,rf_first_fit_minutes,xgb_first_fit_minutes,total_depth_minutes
2000,1.3475086822219329,1.3266309075751916,532,0.14845351775487264,0.07233326435089112,0.6456113338470459
