depth,rf_validation_log_rmse,xgb_validation_log_rmse,xgb_best_iteration,rf_first_fit_minutes,xgb_first_fit_minutes,total_depth_minutes
1000,1.431057200879054,1.4116467236382846,548,0.12925649881362916,0.06872021754582723,0.5532768487930297
