depth,rf_validation_log_rmse,xgb_validation_log_rmse,xgb_best_iteration,rf_first_fit_minutes,xgb_first_fit_minutes,total_depth_minutes
500,1.482925211682013,1.467560062901436,542,0.12430729866027831,0.06932343244552612,0.5232005834579467
