sample_id,subsample_repeat,otu_id,shallow_depth,shallow_count,shallow_ra,zero_in_shallow,target_reference_ra,target_log10_reference_ra,pred_raw_shallow_ra,pred_random_forest_ra,pred_xgboost_ra,is_other,abundance_group,shallow_detection_group,log1p_shallow_count,log10_shallow_ra,shallow_rank_norm,shallow_richness,otu_mean_ra_train,otu_prevalence_train,otu_std_ra_train,otu_max_ra_train,SHAP__log1p_shallow_count,SHAP__log10_shallow_ra,SHAP__zero_in_shallow,SHAP__shallow_rank_norm,SHAP__shallow_richness,SHAP__otu_mean_ra_train,SHAP__otu_prevalence_train,SHAP__otu_std_ra_train,SHAP__otu_max_ra_train,SHAP__is_other,SHAP_base_value,SHAP_sum,SHAP_reconstructed_log_prediction,model
SRS2821925,2,80933,2000,0,0.0,1.0,0.0001274664763167287,-3.8945699497272575,0.0,6.108176717932495e-06,2.451081418677692e-05,0.0,Rare (1e-4 to 1e-3),Shallow zero,0.0,-8.0,1.0,53.0,8.703334e-05,0.5347432,0.00016003146,0.0009555507,-0.2769441912842572,-0.28390491940393264,-0.26917938177852113,-0.23715570065781844,-0.07398628195155074,0.14983185543501343,0.16906602459823533,0.07231318549308735,0.5036192384313143,-7.360672193498675e-06,-4.97216971272116,-0.24634753179062327,-5.218517244511784,Random Forest
SRS2822019,4,250171,2000,0,0.0,1.0,0.0002284256712383527,-3.641236078130401,0.0,0.00022740246331782348,4.253622307030621e-05,0.0,Rare (1e-4 to 1e-3),Shallow zero,0.0,-8.0,1.0,89.0,0.0027770875,0.92749244,0.008362512,0.09246352,-0.2168968597776863,-0.22080763898307834,-0.1957427257547586,-0.1647393019472159,0.30287287044560346,0.15307536873102862,1.5242378647008337,0.04444043611399175,0.0891984031384271,-2.7527028134082496e-05,-4.97216971272116,1.3156108896390115,-3.6565588230821486,Random Forest
SRS2822280,2,99800,2000,0,0.0,1.0,6.719526945303052e-05,-4.172596673305506,0.0,1.4105016893009475e-07,2.1351572476179358e-07,0.0,Very rare (<1e-4),Shallow zero,0.0,-8.0,1.0,94.0,0.00017894566,0.42598188,0.0008085372,0.008019752,-0.3066218991648941,-0.3123729866755784,-0.3007199114791769,-0.26261207319600577,0.10759886776634092,-0.05068313078087411,-0.4866369695121515,-0.14399610110427688,-0.10081365711369705,-9.508501595184082e-06,-4.97216971272116,-1.8568673697619091,-6.82903708248307,Random Forest
SRS2821824,1,254595,2000,0,0.0,1.0,7.715520197517317e-05,-4.112578502736796,0.0,4.485724510940388e-05,4.893350737443469e-05,0.0,Very rare (<1e-4),Shallow zero,0.0,-8.0,1.0,125.0,0.00016204137,0.6767372,0.00091449963,0.011823002,-0.22905519857007786,-0.23483173994676,-0.2056430522422531,-0.16644782641704234,1.0697876929312906,-0.028082698397021433,0.38990178819352356,0.009688263804904486,0.007235721763914605,-9.469775763229895e-06,-4.97216971272116,0.6125434813447154,-4.359626231376445,Random Forest
SRS2822077,4,246206,2000,0,0.0,1.0,2.138625719112898e-05,-4.669662190361205,0.0,4.383537624622646e-08,5.122558640311461e-08,0.0,Very rare (<1e-4),Shallow zero,0.0,-8.0,1.0,62.0,0.00010897582,0.40785497,0.0003131337,0.0027118293,-0.3231669335943824,-0.3289906201568277,-0.32582766116935813,-0.2823732402594443,-0.3581011237810519,-0.03513371030015589,-0.6515685368226307,0.006140294014024835,-0.005348771458792635,-8.446280625740873e-06,-4.97216971272116,-2.3043787498092443,-7.276548462530405,Random Forest
SRS2822125,3,193619,2000,0,0.0,1.0,0.00010281836564495675,-3.987887066821349,0.0,2.5554139499497063e-06,2.106542733335642e-06,0.0,Rare (1e-4 to 1e-3),Shallow zero,0.0,-8.0,1.0,64.0,0.00029514902,0.85800606,0.00055677164,0.0040507177,-0.26650887370029314,-0.2692377586202233,-0.24924800806030925,-0.2117930935934271,-0.5186141784989472,-0.026147533507308657,0.9262750737285386,0.0008447083299241767,-0.013996518448276474,-8.42039740312481e-06,-4.97216971272116,-0.6284346027677254,-5.600604315488885,Random Forest
SRS2822183,2,211915,2000,0,0.0,1.0,0.0005285230079852932,-3.276927884916193,0.0,0.0001853466047487514,9.063515061873937e-05,0.0,Rare (1e-4 to 1e-3),Shallow zero,0.0,-8.0,1.0,110.0,0.00017470912,0.63141996,0.00026357675,0.0017431062,-0.22015774680201197,-0.22546804032209888,-0.1994765105894461,-0.17325317996518025,1.0810690106043752,0.18224960194509948,0.4800140027322012,0.1938683632220015,0.10758647692869343,-9.06961355266387e-06,-4.97216971272116,1.226422908140081,-3.7457468045810796,Random Forest
SRS2821905,3,18617,2000,0,0.0,1.0,3.6888118337083625e-05,-4.4329957806338385,0.0,1.7414081312278107e-06,5.254157358683421e-06,0.0,Very rare (<1e-4),Shallow zero,0.0,-8.0,1.0,85.0,0.00026235575,0.83383685,0.0003444772,0.0024863302,-0.26171678907523405,-0.26797880355083675,-0.25568140481732515,-0.2176427925476221,-0.3252754813294283,-0.07665026647046697,0.6923031513941217,-0.01912385087261192,-0.054110354976026245,-9.508178371993382e-06,-4.97216971272116,-0.7858861004238018,-5.758055813144962,Random Forest
SRS2821972,3,254595,2000,0,0.0,1.0,9.336457934588778e-06,-5.029352944305412,0.0,3.2348999337372086e-06,7.93955297153938e-06,0.0,Very rare (<1e-4),Shallow zero,0.0,-8.0,1.0,105.0,0.00016204137,0.6767372,0.00091449963,0.011823002,-0.2612171019047611,-0.26775381243867225,-0.2514638878485941,-0.20551943377750298,0.38208662008888367,-0.1115820596817936,0.2570768589464437,-0.03401319936415067,-0.03699309555434386,-9.32713403980303e-06,-4.97216971272116,-0.5293884386685309,-5.501558151389691,Random Forest
SRS2821870,1,168997,2000,0,0.0,1.0,5.381624443338222e-05,-4.269005920737109,0.0,1.6081152191278997e-07,2.338271561961623e-07,0.0,Very rare (<1e-4),Shallow zero,0.0,-8.0,1.0,101.0,0.000349423,0.51963747,0.0011893368,0.011677807,-0.3040497681540511,-0.30664830350030786,-0.30037305187224445,-0.2555908276424535,0.06498740445697741,-0.11892750523684181,-0.2786227018061021,-0.2749999213369386,-0.030088562955146173,-9.488989902908409e-06,-4.97216971272116,-1.8043227270370112,-6.776492439758171,Random Forest
SRS2822279,2,44470,2000,0,0.0,1.0,0.0005500857760871187,-3.2595616897695563,0.0,0.00022053842587639832,0.00013701682289615866,0.0,Rare (1e-4 to 1e-3),Shallow zero,0.0,-8.0,1.0,100.0,0.005257806,0.95468277,0.04177827,0.58801854,-0.20734063692435592,-0.21231695194731967,-0.18181589942478124,-0.1545681413612447,0.536661923360387,0.11255245197910131,1.4117552516571075,-0.020414616224030527,0.020892430992417707,-2.7734105619638434e-05,-4.97216971272116,1.305378078001662,-3.666791634719498,Random Forest
SRS2822168,5,10583,2000,0,0.0,1.0,2.4052627148200257e-05,-4.618656958306246,0.0,7.054751582945988e-05,4.34300472766065e-05,0.0,Very rare (<1e-4),Shallow zero,0.0,-8.0,1.0,77.0,0.00013444255,0.8036254,0.00018458762,0.0013976498,-0.22829985544650225,-0.23500875810968458,-0.2053526768940191,-0.1762332837687048,0.2515393332313543,0.07777046294861036,1.089430276045969,0.1523212697316603,0.0834334775914506,-1.0807032248712935e-05,-4.97216971272116,0.8095894382978852,-4.162580274423275,Random Forest
SRS2821908,5,162670,2000,0,0.0,1.0,2.4301188935668678e-05,-4.614193801519722,0.0,1.6280037794098814e-08,2.5498555048079512e-08,0.0,Very rare (<1e-4),Shallow zero,0.0,-8.0,1.0,83.0,8.661241e-05,0.25075528,0.00042240985,0.0052573383,-0.34066252284172227,-0.34421238541389987,-0.344248265703242,-0.2989708070801794,-0.21220217126045307,-0.04158291136913007,-0.9814887869394938,-0.015209406153746103,-0.029109830121965257,-9.887318708760289e-06,-4.97216971272116,-2.607696974202541,-7.579866686923701,Random Forest
SRS2821932,2,258109,2000,0,0.0,1.0,9.004772529440604e-05,-4.045479026777523,0.0,1.8322666918628945e-06,6.0984071254918875e-06,0.0,Very rare (<1e-4),Shallow zero,0.0,-8.0,1.0,104.0,0.0034453676,0.8066465,0.027661143,0.4874152,-0.2618193993319911,-0.2659319198430003,-0.24997709672616128,-0.21651702223487065,0.14141270688071617,-0.08846778985248306,0.5169486424709818,-0.20546058140025583,-0.1502469868501526,-2.7115142228395176e-05,-4.97216971272116,-0.7800865620294452,-5.752256274750605,Random Forest
SRS2821919,5,254706,2000,0,0.0,1.0,1.7313019390581722e-05,-4.7613764084859955,0.0,3.356801589132778e-06,8.178893678739245e-07,0.0,Very rare (<1e-4),Shallow zero,0.0,-8.0,1.0,89.0,0.002394805,0.43202418,0.02663624,0.37152678,-0.2900027708817693,-0.29296173030596495,-0.2813356639587454,-0.23619683520545326,0.39093700076378035,0.15447424438870563,-0.12336938207300825,0.06463203740371481,0.09854356709852503,-2.5828214331039486e-05,-4.97216971272116,-0.5153053609845464,-5.487475073705706,Random Forest
