sample_id,subsample_repeat,otu_id,shallow_depth,shallow_count,shallow_ra,zero_in_shallow,target_reference_ra,target_log10_reference_ra,pred_raw_shallow_ra,pred_random_forest_ra,pred_xgboost_ra,is_other,abundance_group,shallow_detection_group,log1p_shallow_count,log10_shallow_ra,shallow_rank_norm,shallow_richness,otu_mean_ra_train,otu_prevalence_train,otu_std_ra_train,otu_max_ra_train,SHAP__log1p_shallow_count,SHAP__log10_shallow_ra,SHAP__zero_in_shallow,SHAP__shallow_rank_norm,SHAP__shallow_richness,SHAP__otu_mean_ra_train,SHAP__otu_prevalence_train,SHAP__otu_std_ra_train,SHAP__otu_max_ra_train,SHAP__is_other,SHAP_base_value,SHAP_sum,SHAP_reconstructed_log_prediction,model
SRS2822133,3,95092,2000,0,0.0,1.0,7.392485538450167e-05,-4.131150772262433,0.0,2.8472748515025855e-06,1.0855750597219311e-06,0.0,Very rare (<1e-4),Shallow zero,0.0,-8.0,1.0,106.0,0.0002155104,0.50453174,0.0010910212,0.017478416,-0.1667379149163942,-0.1989904539580249,-0.14233075903322084,-0.5439337290044806,0.5184066231247549,0.043287782287937754,-0.22196386125235007,-0.033651603528017014,0.15834685568437729,-9.20531193913334e-06,-4.971818744832586,-0.5875762659073567,-5.559395010739943,Random Forest
SRS2821931,2,6864,2000,0,0.0,1.0,0.0,-8.0,0.0,1.3921780319966382e-07,7.815255581251884e-08,0.0,Reference zero,Shallow zero,0.0,-8.0,1.0,97.0,0.00012869238,0.29305136,0.0003793533,0.0027095443,-0.18448951825267784,-0.22089303232279892,-0.1679017586006219,-0.6691546272375727,0.21919062640314424,-0.0009579361675976577,-0.8895523513604615,0.030605334040604802,0.01974487568201643,-9.174180290748343e-06,-4.971818744832586,-1.8634175619962559,-6.8352363068288415,Random Forest
SRS2821854,1,34262,2000,6,0.003,0.0,0.003208646457823186,-2.493676779152095,0.003,0.0017613213979841595,0.0017987563094245369,0.0,Common (1e-3 to 1e-2),Detected in shallow,1.9459101,-2.5228772,0.45652175,91.0,0.000748398,0.93957704,0.0009992564,0.014535054,0.22616700319870997,0.2395639932669493,0.26421993349259437,1.0396945883636455,-0.022990094103476362,0.012481326329220329,0.4902673645690731,-0.04232117182541961,-0.005668237276037942,-3.803442555284918e-05,-4.971818744832586,2.2013766715897054,-2.7704420732428803,Random Forest
SRS2822000,2,132485,2000,0,0.0,1.0,0.0,-8.0,0.0,9.270270254948888e-08,7.27503211896471e-08,0.0,Reference zero,Shallow zero,0.0,-8.0,1.0,103.0,9.7242526e-05,0.2900302,0.0008348413,0.012584948,-0.18747088787703253,-0.22462605506469394,-0.16654981975531621,-0.660746393091317,0.17711884013334764,-0.03829648486058848,-0.9126881296223504,-0.0016988897524846203,-0.013538384774763525,-8.994222355410528e-06,-4.971818744832586,-2.0285051988875544,-7.00032394372014,Random Forest
SRS2821901,5,189417,2000,0,0.0,1.0,1.0248631807653678e-05,-4.988910557158755,0.0,8.871722148884076e-08,2.598153127186768e-07,0.0,Very rare (<1e-4),Shallow zero,0.0,-8.0,1.0,85.0,0.0001201573,0.4954683,0.00021578823,0.0018350831,-0.1821745793514634,-0.2144007673786618,-0.16874552780251864,-0.6497603762125632,-0.3414308432705552,-0.0672952587827521,-0.37290076694056756,0.0065123166276862795,-0.05701630226163573,-9.924038860308597e-06,-4.971818744832586,-2.0472220294118917,-7.019040774244477,Random Forest
SRS2821946,5,99800,2000,0,0.0,1.0,0.0,-8.0,0.0,6.071184646898815e-08,6.147083558654621e-08,0.0,Reference zero,Shallow zero,0.0,-8.0,1.0,46.0,0.00017894566,0.42598188,0.0008085372,0.008019752,-0.19615894929852384,-0.22860131328158959,-0.17119086175042747,-0.6702725704371371,-0.5726004320075414,0.019515064814154565,-0.34607873261808775,-0.026035738299674798,0.010512555647894503,-1.0490167753504838e-05,-4.971818744832586,-2.1809214673986865,-7.152740212231272,Random Forest
SRS2822243,2,97979,2000,0,0.0,1.0,0.0,-8.0,0.0,1.1052791634991726e-07,7.769595723774211e-08,0.0,Reference zero,Shallow zero,0.0,-8.0,1.0,81.0,0.0001398357,0.4410876,0.00060515414,0.0063766507,-0.18680685785748977,-0.2226845064666809,-0.16836226741038218,-0.6537208135092909,-0.2674195354430846,-0.029724764169484885,-0.49848248427046854,0.0297616910256412,0.03944137957804563,-1.1977275937488358e-05,-4.971818744832586,-1.9580101357991324,-6.929828880631718,Random Forest
SRS2821901,5,4843,2000,0,0.0,1.0,4.099452723061471e-05,-4.387168191018538,0.0,2.107959020228858e-06,3.426310764044078e-06,0.0,Very rare (<1e-4),Shallow zero,0.0,-8.0,1.0,85.0,0.0002651976,0.7945619,0.00094802177,0.00783778,-0.1613506871010271,-0.19239321964960748,-0.1387015432884094,-0.5298032957069782,-0.24764129207353594,-0.026218286882143216,0.6758437036917029,-0.04634311608348612,-0.050548379124997884,-9.961884198313245e-06,-4.971818744832586,-0.7171660781026806,-5.688984822935266,Random Forest
SRS2821968,5,77276,2000,0,0.0,1.0,0.0,-8.0,0.0,0.0,1.480577810200327e-09,0.0,Reference zero,Shallow zero,0.0,-8.0,1.0,57.0,0.0002371714,0.1450151,0.0017030517,0.0159834,-0.2063239006311243,-0.24596139864035815,-0.18935458248683784,-0.739207012740488,-0.3388121189887787,-0.04867511961897163,-1.178796825464989,-0.05193014479181698,-0.029110884280337836,-9.267523620362543e-06,-4.971818744832586,-3.0281812551673233,-7.999999999999909,Random Forest
SRS2821824,2,233976,2000,7,0.0035,0.0,0.0034719840888827926,-2.4594210228871844,0.0035,0.0029666608020697737,0.0029834020670358678,0.0,Common (1e-3 to 1e-2),Detected in shallow,2.0794415,-2.4559307,0.36893204,102.0,0.0008927084,0.6465257,0.0014619017,0.00867638,0.2535085368279107,0.3337300945522968,0.32632697392023796,1.275215879135787,0.18331158253780258,0.022018348110042538,0.05002290778634285,-0.018890191614629927,0.004111456284989358,-2.258287119557617e-05,-4.971818744832586,2.429333004669584,-2.5424857401630017,Random Forest
SRS2821901,2,192138,2000,0,0.0,1.0,0.0,-8.0,0.0,3.990569888402341e-08,3.9058126860749414e-08,0.0,Reference zero,Shallow zero,0.0,-8.0,1.0,82.0,9.820939e-05,0.21450152,0.0008801074,0.014593427,-0.19802300724669775,-0.23492032930110893,-0.1805983368623491,-0.7041533669863683,-0.030673286582978635,-0.028343990380228116,-0.9579091535107305,0.009603056158078004,-0.015756681709038562,-1.1434743923855883e-05,-4.971818744832586,-2.3407865311653455,-7.312605275997932,Random Forest
SRS2821946,5,149687,2000,0,0.0,1.0,0.0,-8.0,0.0,1.974567118243016e-07,3.468393288531206e-08,0.0,Reference zero,Shallow zero,0.0,-8.0,1.0,46.0,0.00020057724,0.29909366,0.0010210794,0.011921377,-0.19074633301663643,-0.22960418170276875,-0.1676449981703988,-0.6585295297854,-0.16975533922290117,0.039767334199415076,-0.522195629916228,0.10556993587104593,0.0794201051128271,-1.05813811038622e-05,-4.971818744832586,-1.7137292180121486,-6.685547962844734,Random Forest
SRS2821908,3,250171,2000,0,0.0,1.0,4.2527080637420184e-05,-4.371232319477142,0.0,3.670249484760457e-05,1.523236847560806e-05,0.0,Very rare (<1e-4),Shallow zero,0.0,-8.0,1.0,86.0,0.0027770875,0.92749244,0.008362512,0.09246352,-0.14579831826572207,-0.1715747599957696,-0.1156392484690697,-0.4506455151258731,-0.06519609477157648,0.09666411888538243,1.3839160960785828,0.005635986663670187,-0.004296110080178334,-2.323680937835923e-05,-4.971818744832586,0.5330429181100677,-4.438775826722518,Random Forest
SRS2822262,4,187492,2000,1,0.0005,0.0,0.000633282143026772,-3.1983959000372386,0.0005,0.00012551110158855674,0.00012994224649289827,0.0,Rare (1e-4 to 1e-3),Detected in shallow,0.6931472,-3.3010213,0.953125,63.0,0.00012210515,0.60120845,0.00041626513,0.0043488,-0.10119491410433314,-0.10212389882318715,0.2561409055568691,1.0087034841261955,-0.061487611953423685,-0.10101630075536756,0.15660723411386085,0.014493675681823283,-0.00946753314904618,-1.408372834211579e-05,-4.971818744832586,1.0606409569650488,-3.911177787867537,Random Forest
SRS2822149,1,112852,2000,2,0.001,0.0,0.0004681902812408132,-3.329568329765203,0.001,0.0005837683713721321,0.0005670216277131461,0.0,Rare (1e-4 to 1e-3),Detected in shallow,1.0986123,-2.9999957,0.62,99.0,0.00033432082,0.6646526,0.00087694323,0.012987667,0.0461251677337524,0.05599729408383386,0.27056241965542555,1.0400923108032385,0.15610158932426013,-0.002145011442956916,0.16174570767727744,0.012349895092323272,-0.0036735917752440395,-2.1634801926936466e-05,-4.971818744832586,1.7371341463499834,-3.2346845984826023,Random Forest
