sample_id,227739,61324,103181,118090,107380,142355,171064,150579,6794,58120,250156,14807,58093,206672,127050,64509,106489,197525,28602,174794,83222,127774,33751,98439,234685,21282,44470,42738,117182,136781
SRS2822206,0.00696289241976175,0.10545419611381217,0.0966200524618649,0.05620854426678696,0.04690658780679331,0.08159991980351862,0.02380415350943144,0.018294822314670944,0.0020299734349155433,0.021565335070923765,0.0043523298748600735,0.022099978280119625,0.00014201460244265117,0.03405426628573338,0.011398760296058677,0.009201710858269426,0.01680784588909495,0.028311028686949694,0.029948373515112023,0.010333650777738793,0.012668537917898853,0.03191569344894993,4.594590079026949e-05,0.0005012280086211218,0.00920588775834127,0.0241132441147478,0.0005221125089803351,0.005484269794329441,0.0006432426110637729,0.0025353783436085076
SRS2822170,0.0035526502771067218,0.14378942075403636,0.09372437992588625,0.12119456499163761,0.04348443939178627,0.11253702954711907,0.010198839103201757,0.031449153376110886,0.00238300849356697,0.04246783485095266,0.006394770498792099,0.04032531345306676,0.00017489970594986937,0.004547392354696604,0.03574512740350455,0.014833681310873295,0.05213104360468294,0.016320328811447186,0.016156360337119185,0.006515014046632634,0.026792448705195614,0.0,0.00013117477946240203,0.0008854297613712137,0.004503667428209136,0.002339283567079503,0.0001858309375717362,0.005585859358773953,0.0014210601108426886,0.02138148905237153
SRS2821839,0.051002875860231354,0.12070343725019984,0.053860359987871774,0.004318384372961401,0.02556116026718855,0.021619486020379098,0.04241204737359538,0.22166175105892297,0.022648547828403944,0.010226301717246892,0.03723917417789906,0.019037643448459624,0.017916701121861132,0.013350239348750884,0.024532098459163702,0.021536793553662816,0.0011117542747411267,0.003886545935665261,0.0028758602313551456,0.012900024807740015,0.0009647454450232917,0.03408767239082297,0.030109245936584067,0.0006982919411597159,0.005310693973556786,0.04981761717063131,0.0028850482832125106,0.003417955290939662,0.0013230794674605143,0.0008544888227349155
SRS2821820,0.3054978424164935,0.07223243300836396,0.019205156890948805,1.9977625059932875e-05,0.05964652922060625,0.01215971445314581,0.07147328325608651,0.0029566885088700657,0.030172873048851953,0.02118960098023547,0.06044563422300357,0.037830962655159554,0.0388298439081562,0.032423685472271056,0.004221938095999148,0.010335091364338607,3.995525011986575e-05,0.00039289329284534656,0.010175270363859144,0.00528075222417559,6.659208353310958e-06,1.9977625059932875e-05,7.325129188642054e-05,0.015249587129082094,0.008976612860263172,0.0002064354589526397,0.00023307229236588353,0.0017180757551542272,0.002237494006712482,0.0001931170422460178
SRS2822246,0.001642884831927344,0.1227364185110664,0.12349325309656102,0.1040370664353091,0.11671866058737748,0.07719712772045115,0.007771399036420357,0.027098370036734168,0.0026581507392981745,0.02045299318848873,0.005833164122348772,0.023388034629797133,0.0002030531814741661,0.0023443412770199176,0.04441326860244033,0.021302124674653426,0.04160744282207003,0.03795248555553504,0.03211932143318627,0.005722407841544681,0.016336551418603365,5.53781404020453e-05,0.0,0.0003507282225462869,0.007512967714544146,0.0024181787975559783,0.0002768907020102265,0.008786664943791187,0.0012183190888449965,0.015690473113912834
SRS2821923,0.3612539718937334,0.10422467542394165,0.012033063626734803,0.00014195084133171727,0.011825597012480754,0.002293052052281587,0.05395223900153962,0.00019654731876699315,0.025638505803605553,0.0925191906618185,0.08659001321234754,0.0492569419421059,0.05496773348183575,0.03129470086590013,0.00045861041045631735,0.015374368045773686,9.827365938349657e-05,0.0005459647743527588,0.0006769963201974209,0.008593485548312423,6.551577292233105e-05,0.0,0.022231685611644337,0.00495736015112305,0.0012666382764984004,0.00018562802327993797,1.0919295487055175e-05,0.00038217534204693115,0.0095980607331215,0.0
SRS2822064,0.11539811961143838,0.08320004161302488,0.07799841350342657,0.0028088791791830844,0.0874263644520735,0.06032588200106633,0.0346558472801987,0.0008582686380837202,0.06088505702284815,0.012158805706186037,0.025136867839633804,0.031391825641425765,0.018205698383594066,0.018413763507977996,0.03501996124787058,0.03392761934485494,0.0004291343190418601,0.008283592764535299,0.01579994538290485,0.007542360758917541,0.0009623012002756863,9.102849191797033e-05,0.03990949167089299,0.002548797773703169,0.006424010715353905,0.0009883093408236778,0.0011183500435636355,0.009310914316180965,0.0019115983302773769,0.00011703663246596184
SRS2822257,0.09278588760929014,0.056413614245914054,0.07279590186033971,0.012042778826278421,0.06789148660272952,0.034318068019874436,0.022788840529471426,0.2996058493497156,0.049198217976864515,0.014315243487527121,0.013057042714632362,0.025934342461708327,0.009988573482776772,0.012325232061009899,0.026820218516093414,0.02127386408863896,0.0047118335066569095,0.007677592471337416,0.007780302738512499,0.006689006149777247,0.0014251049570542696,0.008640501226103815,0.008858760543850864,0.001489298874038696,0.003633375701318543,0.0021183992604860763,0.001194006855910334,0.005135513358754124,0.001938656292929682,2.567756679377062e-05
SRS2821933,0.018437465805886857,0.13679468942626838,0.07774373563847248,0.07681365576102418,0.04533683481051902,0.059908086223875695,0.03818798555640661,0.0215742057847321,0.01099682678630047,0.05201152569573622,0.03753145858409016,0.018674544990334465,0.045464492832913886,0.04327606959185906,0.025659262501367765,0.015483094430462852,0.027264106211474633,0.015118357223620382,0.01026735237261553,0.011343327132800817,0.011069774227668965,3.6473720684247e-05,0.0,0.016121384542437174,0.0028267133530291426,0.0025349235875551665,0.008480140059087428,0.006692927745559325,0.002662581609950031,0.0001641317430791115
