depth,metric,direction,model,n_samples,raw_mean,model_mean,mean_oriented_improvement,improvement_ci_low,improvement_ci_high,relative_improvement_percent,sample_win_rate
5000,RAD_RMSE_log10_RA_specific,lower,XGBoost,72,1.765089148084324,0.8467064423562257,0.9183827057280981,0.8381188677428805,0.9909842973259032,52.03038649491625,0.9583333333333334
5000,RAD_tail_MAE_log10,lower,Random Forest,72,1.1839912600906035,0.8909864333496846,0.2930048267409189,0.14042694437756287,0.4430255844039395,24.74721196155595,0.6527777777777778
5000,RAD_tail_MAE_log10,lower,XGBoost,72,1.1839912600906035,0.9458673157690671,0.23812394432153625,0.08297456024920735,0.38504880990285073,20.111968081868632,0.6111111111111112
5000,Shannon_absolute_error,lower,Random Forest,72,0.020603263707229116,0.04614658151001876,-0.025543317802789647,-0.02782470150507875,-0.023115019751323015,-123.97704638332227,0.013888888888888888
5000,Shannon_absolute_error,lower,XGBoost,72,0.020603263707229116,0.09120286270004317,-0.07059959899281404,-0.08923835223583405,-0.05376938173526715,-342.6622111721193,0.08333333333333333
5000,Simpson_absolute_error,lower,Random Forest,72,0.0018617248075950585,0.0026605309734251707,-0.0007988061658301123,-0.0010718877831770864,-0.0005312159755629938,-42.906779915663,0.1527777777777778
5000,Simpson_absolute_error,lower,XGBoost,72,0.0018617248075950585,0.016063692736526823,-0.014201967928931766,-0.019943072505960623,-0.009344237968100026,-762.839269853078,0.027777777777777776
5000,richness_1read_absolute_error,lower,Random Forest,72,14.174999999999999,7.219444444444444,6.955555555555555,5.2415972222222225,8.634027777777776,49.069174995100916,0.7916666666666666
5000,richness_1read_absolute_error,lower,XGBoost,72,14.174999999999999,7.6499999999999995,6.5249999999999995,4.805486111111111,8.230625,46.03174603174603,0.7916666666666666
5000,richness_fixed_absolute_error,lower,Random Forest,72,7.963888888888889,10.205555555555556,-2.2416666666666667,-3.011319444444444,-1.546944444444446,-28.14788978025812,0.2638888888888889
5000,richness_fixed_absolute_error,lower,XGBoost,72,7.963888888888889,10.391666666666667,-2.427777777777778,-2.9749999999999996,-1.8804166666666675,-30.484827345657493,0.1111111111111111
