depth,method,metric,n_samples,mean,std,median,q25,q75
1000,XGBoost,RAD_head_MAE_log10,72,0.0419281010286059,0.0107769926489127,0.039269564662936,0.0352709655330776,0.0450346693068723
1000,XGBoost,RAD_middle_MAE_log10,72,0.5164534720699615,0.2099470999587341,0.5657943521198723,0.3180203592305951,0.6422435288281099
1000,XGBoost,RAD_tail_MAE_log10,72,1.08253482016956,0.2263542913658826,1.0710247295869415,0.989441434948743,1.1623981095816722
1000,XGBoost,Shannon_absolute_error,72,0.1344570568968181,0.0468300829463427,0.1318975040557825,0.1019296086601117,0.1611009081045368
1000,XGBoost,Simpson_absolute_error,72,0.0116658261621279,0.0130660441741636,0.0061881872913835,0.0046644682367605,0.0114288526814791
1000,XGBoost,true_richness_1read,72,50.30555555555556,11.138865961051804,50.5,42.0,60.25
1000,XGBoost,predicted_richness_1read,72,45.230555555555554,8.956713413968803,46.1,37.55,53.849999999999994
1000,XGBoost,richness_1read_absolute_error,72,5.324999999999999,3.2690503423540407,4.5,2.75,6.8
1000,XGBoost,true_richness_fixed,72,114.45833333333331,29.351170286431486,116.0,89.0,139.25
1000,XGBoost,predicted_richness_fixed,72,77.48333333333332,18.30076578094518,72.7,62.150000000000006,95.05
1000,XGBoost,richness_fixed_absolute_error,72,36.99722222222222,14.501461531220604,40.400000000000006,25.85,47.3
2000,Random Forest,composition_RMSE_RA,72,0.0013493234070534,0.000146242434686,0.0013688585290565,0.0012421914101812,0.001457239806945
2000,Random Forest,composition_Spearman,72,0.8436270071880553,0.0497156354468371,0.8510878823963928,0.8119651147006681,0.8842105027970997
2000,Random Forest,Bray_Curtis,72,0.0554423986461167,0.0079336276445074,0.0558343996784563,0.0503425692656879,0.0607926527817285
2000,Random Forest,Jensen_Shannon_distance,72,0.0982769350545654,0.0116235363103998,0.0997509678245961,0.0935149331806988,0.1053347242157643
2000,Random Forest,RAD_MAE_log10_RA_specific,72,0.6876242374051381,0.1191685357139856,0.6968672292094236,0.5994432220719753,0.7574856129809889
2000,Random Forest,RAD_RMSE_log10_RA_specific,72,0.908612857738275,0.1538378996382195,0.8930195486316127,0.8136428738038997,0.9675668533277784
2000,Random Forest,RAD_head_MAE_log10,72,0.0302811507917306,0.0046735947870528,0.0296746361360548,0.0273245781492958,0.0334379196806509
2000,Random Forest,RAD_middle_MAE_log10,72,0.4081722827485424,0.2230760308822757,0.4360285673789836,0.186445006900824,0.5639453030414932
2000,Random Forest,RAD_tail_MAE_log10,72,1.005757961474636,0.1929510219419848,1.010621981199323,0.9207355098350762,1.1025530316790124
2000,Random Forest,Shannon_absolute_error,72,0.0848020512099507,0.0262344925543545,0.086242755863823,0.0723329066362448,0.1024106045975574
2000,Random Forest,Simpson_absolute_error,72,0.0045646602601008,0.0026742984677357,0.0041805136666677,0.0027908139103094,0.0052404936390051
2000,Random Forest,true_richness_1read,72,67.01388888888889,15.985462634827066,66.0,55.0,82.25
2000,Random Forest,predicted_richness_1read,72,60.736111111111114,13.32568530653823,61.0,48.8,73.0
2000,Random Forest,richness_1read_absolute_error,72,6.611111111111111,3.2960734452518685,6.8,4.2,8.850000000000001
2000,Random Forest,true_richness_fixed,72,114.45833333333331,29.351170286431486,116.0,89.0,139.25
2000,Random Forest,predicted_richness_fixed,72,89.325,22.13987384978756,86.5,69.75,108.4
2000,Random Forest,richness_fixed_absolute_error,72,25.255555555555556,9.497232938589422,26.8,19.35,32.6
2000,Raw shallow RA,composition_RMSE_RA,72,0.0012882266945796,0.0001130770372949,0.0012876775191157,0.001205645254734,0.0013452631218526
2000,Raw shallow RA,composition_Spearman,72,0.7969949877288368,0.0454481804168851,0.796737403707623,0.7711484284574514,0.8260062216358376
2000,Raw shallow RA,Bray_Curtis,72,0.0589374216783262,0.0091129535827242,0.0587711207285659,0.0519852281521716,0.0669106125234436
2000,Raw shallow RA,Jensen_Shannon_distance,72,0.1143838626298876,0.0139970202578787,0.1152895260397412,0.1028702870767057,0.1268175996525109
2000,Raw shallow RA,RAD_MAE_log10_RA_specific,72,1.3147496496374549,0.3225739376834451,1.3732301600866188,1.2424337322828647,1.5276180443580591
2000,Raw shallow RA,RAD_RMSE_log10_RA_specific,72,2.197334079769934,0.3109334225523061,2.2824939441511853,2.12128363636052,2.392277490588009
2000,Raw shallow RA,RAD_head_MAE_log10,72,0.0292651021043313,0.004071985166646,0.0288996744220214,0.0262633744642024,0.0324443818224739
2000,Raw shallow RA,RAD_middle_MAE_log10,72,1.502626868157841,0.5500886543659087,1.490540490129717,1.0190951081177708,2.0209088630340033
2000,Raw shallow RA,RAD_tail_MAE_log10,72,1.277688989846955,0.8218198208285932,1.3327628638268063,0.605160656436417,1.9409331697660537
2000,Raw shallow RA,Shannon_absolute_error,72,0.0401191626511165,0.0133996999695303,0.0376858973561347,0.0323072192035108,0.0467350474364592
2000,Raw shallow RA,Simpson_absolute_error,72,0.0027184535071423,0.0015478761514402,0.00231967766998,0.0017916997268998,0.0031876016629862
2000,Raw shallow RA,true_richness_1read,72,67.01388888888889,15.985462634827066,66.0,55.0,82.25
2000,Raw shallow RA,predicted_richness_1read,72,83.30277777777778,18.91963710623467,84.1,68.25,98.9
2000,Raw shallow RA,richness_1read_absolute_error,72,16.355555555555554,5.970653322330954,17.9,11.95,20.65
2000,Raw shallow RA,true_richness_fixed,72,114.45833333333331,29.351170286431486,116.0,89.0,139.25
2000,Raw shallow RA,predicted_richness_fixed,72,83.30277777777778,18.91963710623467,84.1,68.25,98.9
