depth,method,sample_id,subsample_repeat,composition_RMSE_RA,composition_Spearman,Bray_Curtis,Jensen_Shannon_distance,RAD_MAE_log10_RA_specific,RAD_RMSE_log10_RA_specific,RAD_head_MAE_log10,RAD_middle_MAE_log10,RAD_tail_MAE_log10,Shannon_absolute_error,Simpson_absolute_error,true_richness_1read,predicted_richness_1read,richness_1read_absolute_error,true_richness_fixed,predicted_richness_fixed,richness_fixed_absolute_error
500,Random Forest,SRS2822023,3,0.0017169903600371271,0.8540844675357543,0.07200758958152474,0.1376605461062043,0.852794654483339,0.9546539381929712,0.030195229842098506,0.7401814860738066,1.0380835814047789,0.19430852609301263,0.007680412270190673,35,27,8,93,56,37
500,Random Forest,SRS2822023,4,0.0025659770538996028,0.8387214610295646,0.09875700878370312,0.14298908966319526,0.7564123859884472,0.8695194023939073,0.04235311424710231,0.5591186706688267,1.0066033629890316,0.1445637938195219,0.004899637324195294,35,28,7,93,58,35
500,Random Forest,SRS2822023,5,0.0028428993701256847,0.8402929991134892,0.10464928123088614,0.15984583931804527,0.7529622798046124,0.9003596122145768,0.04035961833732226,0.47766173219341873,1.0730260359207606,0.17625071652308888,0.010043287891569719,35,30,5,93,65,28
500,Random Forest,SRS2822025,1,0.00258705245510457,0.820935592884006,0.08963799020128974,0.14823835388998166,0.7292777926363191,0.8606566806573713,0.03681943439161842,0.5475089612184839,0.9633219299498176,0.1820843007713444,0.00706528947873708,35,29,6,89,65,24
500,Random Forest,SRS2822025,2,0.002633944519222853,0.8774167595835,0.08720536042523995,0.13727676600989544,0.8138479250640351,0.9378422286274621,0.03448852764491517,0.6926143889063996,1.002448675366547,0.1544680429630274,0.007429601035843003,35,33,2,89,56,33
500,Random Forest,SRS2822025,3,0.0024972226936858235,0.839536811156823,0.08906401426518902,0.14343478638282456,0.8755394500487654,0.997927468544485,0.03388959456873997,0.7306695645890354,1.0917332694475805,0.217668909167267,0.012372131309478895,35,31,4,89,53,36
500,Random Forest,SRS2822025,4,0.0026124890994847134,0.8846057900239905,0.08890592915097277,0.14839825479657073,0.7996434308480366,0.9145024113011038,0.039236669558898304,0.6645224370230195,0.9987700544134755,0.20967525828238198,0.008177616065077165,35,29,6,89,60,29
500,Random Forest,SRS2822025,5,0.002742993616662735,0.8039052395900234,0.09613181833523839,0.15198963422223416,0.8124750573943801,0.9382262607331044,0.027994134361606606,0.7419124760181433,0.9561158942157743,0.23034598502412962,0.011853619758816492,35,27,8,89,58,31
500,Random Forest,SRS2822026,1,0.003004393998735142,0.8587578016635227,0.09480405608543928,0.13109913648950683,0.6752747640451056,0.8113461931041973,0.049613794856961387,0.4891904173035942,0.9063551430055639,0.11585911754895184,0.005595821651625421,30,26,4,78,58,20
500,Random Forest,SRS2822026,2,0.0014469029048596951,0.843420842569036,0.057061164147805,0.10910070740948215,0.6998220882969038,0.8349679072552255,0.03341323856277756,0.5247174627571889,0.9252176974155744,0.14190034085371606,0.009052768248363985,30,26,4,78,57,21
500,Random Forest,SRS2822026,3,0.001911606363762915,0.8575515197766193,0.06536016964921816,0.11587387206300201,0.6823004509467708,0.8148881317984407,0.0313773074965215,0.5064177645794693,0.9068093258343742,0.10987327703957517,0.004811286544148086,30,27,3,78,58,20
500,Random Forest,SRS2822026,4,0.0020964751037202385,0.8405078757909504,0.07460277912269292,0.1260661740990028,0.6953218546791771,0.8299515290282279,0.053141760360039696,0.5212812289955715,0.9172822684908291,0.1403332087462359,0.009668915780183585,30,27,3,78,58,20
500,Random Forest,SRS2822026,5,0.0036698258505111145,0.8504243928570907,0.09607377894243245,0.13144467832478407,0.689556641731594,0.8310150590511962,0.04966869548193647,0.49828701943100273,0.9267478247513812,0.11659614999368895,0.010869608809353393,30,28,2,78,59,19
500,Random Forest,SRS2822053,1,0.0020006618690080477,0.8598739528762451,0.07612380863480472,0.12124931006654076,0.7302757977252197,0.8851818597171524,0.05908182211396936,0.6961447878422782,0.8296179773283818,0.061254681884082895,0.0017340412460455923,26,25,1,87,58,29
500,Random Forest,SRS2822053,2,0.002034385706651072,0.8554961860427526,0.07507415978621189,0.12485970096490426,0.8301777798468276,0.9793256001203168,0.05498995602578712,0.7126452602440257,1.0150293463381108,0.1686473083519866,0.010487674248523482,26,25,1,87,55,32
500,Random Forest,SRS2822053,3,0.0020856294614813808,0.856676885700925,0.07394386413111066,0.1290380332070879,0.8179007667807501,0.975452654818058,0.05016328573466985,0.6870855364812443,1.0139127629047087,0.13044898349840706,0.008036816795604973,26,26,0,87,56,31
500,Random Forest,SRS2822053,4,0.0025122678006081053,0.8198206368054498,0.0737026298063448,0.11747435037072664,0.750069955061698,0.9136500145220037,0.034802068998778475,0.7955057717793246,0.7825014465027099,0.1705637846447252,0.014857691847792509,26,24,2,87,55,32
500,Random Forest,SRS2822053,5,0.0016115535129268145,0.861093957272368,0.05961783643614248,0.11287979011827699,0.8111126258370387,0.9649773678603624,0.05028854416540121,0.6857942841115495,1.0014827362184329,0.06627137215949164,0.0030786928418778947,26,25,1,87,57,30
500,Random Forest,SRS2822060,1,0.0037876107708003062,0.7610031671798616,0.11546233964311461,0.17847161523137497,0.8466197270467896,0.9712304238067114,0.06944686241002722,0.7351810223646418,1.0262044481022445,0.36111572826720106,0.056654620191690874,36,31,5,110,61,49
500,Random Forest,SRS2822060,2,0.0023712833639872514,0.8224680445735496,0.08718668882220204,0.1571555064416832,0.8627669810390328,0.9906674815494301,0.07492467305536264,0.6855104229363324,1.1025244426728562,0.2590033084873289,0.028766608728106213,36,28,8,110,62,48
500,Random Forest,SRS2822060,3,0.0025584114472326797,0.7354695413977477,0.10759339824179731,0.18065923965680858,0.8518900361729244,0.9725690491705115,0.10244331399681467,0.7384665700082711,1.0304182450789081,0.12028006648693967,0.013144127061089694,36,29,7,110,61,49
500,Random Forest,SRS2822060,4,0.0022484797857267986,0.6898213286975783,0.09250063166067093,0.162407569275257,0.8919477829803417,1.0576523974626753,0.054332318608858385,0.6187332348421474,1.2229356532526523,0.19838086252392229,0.010785164028273453,36,31,5,110,61,49
500,Random Forest,SRS2822060,5,0.0020951880640033256,0.8121603597620503,0.09007259328790945,0.15978491318073226,0.8587761690824661,0.9959310566000952,0.04961699498735758,0.6728940502410238,1.1084583014538114,0.22015045141243528,0.01888869588106601,36,29,7,110,61,49
500,Random Forest,SRS2822063,1,0.0024817849852493044,0.7379178531659337,0.09487539954617116,0.16755962887314632,0.8253676748854906,0.9365722344877458,0.046841132731525806,0.7684229765210266,0.9561750816693527,0.24967966055255042,0.02746732791948303,36,31,5,107,59,48
500,Random Forest,SRS2822063,2,0.0025318516958388335,0.799079903527967,0.09677197879684044,0.1627686463616894,0.9200830495856805,1.0391437409955397,0.04431294637064077,0.8874447699889333,1.0390261615213083,0.2523198886179103,0.025685627907812147,36,29,7,107,54,53
500,Random Forest,SRS2822063,3,0.002995154604368507,0.8519101625659276,0.09754725603141705,0.15850473105311416,0.8360905069759689,0.9448641702971565,0.03262249764840596,0.6820961975712962,1.0565663762152688,0.25949368512221405,0.03228497727507418,36,30,6,107,60,47
500,Random Forest,SRS2822063,4,0.002284946815836857,0.8279983348077191,0.08628383960721685,0.15825087187402076,0.864263993239779,0.9733628880490098,0.05682643482598677,0.7373988763252727,1.0607940057408265,0.2187439102769959,0.01901955098280539,36,30,6,107,57,50
500,Random Forest,SRS2822063,5,0.002155805815194856,0.8065684036057822,0.08472575094894046,0.16093374613524972,0.9048498680166943,1.0212810150788472,0.05125619213704235,0.8556147713714182,1.0364208822213943,0.1614159511575779,0.005790187335436903,36,31,5,107,57,50
500,Random Forest,SRS2822068,1,0.002164899805121917,0.7901015791907364,0.08924895654574631,0.16277208610228908,0.9372709474068092,1.0666964964800296,0.04252434517287721,0.7243462454337166,1.219988442319987,0.17575387729087488,0.004817325425078178,35,33,2,132,66,66
500,Random Forest,SRS2822068,2,0.0027757580859655026,0.8557761237679419,0.09028386447400402,0.16137681204695697,0.8894269212600029,1.0072312618260142,0.048894808142639676,0.7126150871793256,1.1341786264231757,0.25711285306769005,0.011376665559529098,35,33,2,132,68,64
500,Random Forest,SRS2822068,3,0.003413186743105636,0.6585693045402746,0.12689018450719192,0.1811312429361701,0.9603490794839018,1.0914033454758436,0.08145594520274549,0.7667466277919388,1.2240993963227902,0.3482441858696106,0.020198433118296832,35,30,5,132,67,65
500,Random Forest,SRS2822068,4,0.002467088747659743,0.875479831955261,0.0930463701577131,0.14781081263679666,0.80943395100653,0.9313872942260578,0.06580009890762625,0.5639882224915868,1.105875314219044,0.22425290474186133,0.010396849221110949,35,32,3,132,73,59
500,Random Forest,SRS2822068,5,0.0030931421406174687,0.8738380682932345,0.09862924817057621,0.14282705581795443,0.8101673794941174,0.940896251598568,0.04581502800458949,0.5793028295567096,1.0956409169919785,0.20134634971638032,0.01201273560963223,35,37,2,132,70,62
